,path,emotion
4191,data/training\Actor_16\03-02-03-01-02-02-16_happy.wav,happy
4192,data/training\Actor_16\03-02-03-02-01-01-16_happy.wav,happy
4193,data/training\Actor_16\03-02-03-02-01-02-16_happy.wav,happy
4194,data/training\Actor_16\03-02-03-02-02-01-16_happy.wav,happy
4195,data/training\Actor_16\03-02-03-02-02-02-16_happy.wav,happy
4196,data/training\Actor_16\16_02_01_01_dogs-sitting_happy.wav,happy
4197,data/training\Actor_16\16_02_01_01_kids-talking_happy.wav,happy
4198,data/training\Actor_16\16_02_01_02_dogs-sitting_happy.wav,happy
4199,data/training\Actor_16\16_02_01_02_kids-talking_happy.wav,happy
4200,data/training\Actor_16\16_02_02_01_dogs-sitting_happy.wav,happy
4201,data/training\Actor_16\16_02_02_01_kids-talking_happy.wav,happy
4202,data/training\Actor_16\16_02_02_02_dogs-sitting_happy.wav,happy
4203,data/training\Actor_16\16_02_02_02_kids-talking_happy.wav,happy
4204,data/training\Actor_17\03-02-03-01-01-01-17_happy.wav,happy
4205,data/training\Actor_17\03-02-03-01-01-02-17_happy.wav,happy
4206,data/training\Actor_17\03-02-03-01-02-01-17_happy.wav,happy
4207,data/training\Actor_17\03-02-03-01-02-02-17_happy.wav,happy
4208,data/training\Actor_17\03-02-03-02-01-01-17_happy.wav,happy
4209,data/training\Actor_17\03-02-03-02-01-02-17_happy.wav,happy
4210,data/training\Actor_17\03-02-03-02-02-01-17_happy.wav,happy
4211,data/training\Actor_17\03-02-03-02-02-02-17_happy.wav,happy
4212,data/training\Actor_17\17_02_01_01_dogs-sitting_happy.wav,happy
4213,data/training\Actor_17\17_02_01_01_kids-talking_happy.wav,happy
4214,data/training\Actor_17\17_02_01_02_dogs-sitting_happy.wav,happy
4215,data/training\Actor_17\17_02_01_02_kids-talking_happy.wav,happy
4216,data/training\Actor_17\17_02_02_01_dogs-sitting_happy.wav,happy
4217,data/training\Actor_17\17_02_02_01_kids-talking_happy.wav,happy
4218,data/training\Actor_17\17_02_02_02_dogs-sitting_happy.wav,happy
4219,data/training\Actor_17\17_02_02_02_kids-talking_happy.wav,happy
4220,data/training\Actor_18\18_01_01_01_dogs-sitting_happy.wav,happy
4221,data/training\Actor_18\18_01_01_01_kids-talking_happy.wav,happy
4222,data/training\Actor_18\18_01_01_02_dogs-sitting_happy.wav,happy
4223,data/training\Actor_18\18_01_01_02_kids-talking_happy.wav,happy
4224,data/training\Actor_18\18_01_02_01_dogs-sitting_happy.wav,happy
4225,data/training\Actor_18\18_01_02_01_kids-talking_happy.wav,happy
4226,data/training\Actor_18\18_01_02_02_dogs-sitting_happy.wav,happy
4227,data/training\Actor_18\18_01_02_02_kids-talking_happy.wav,happy
4228,data/training\Actor_19\03-02-03-01-01-01-19_happy.wav,happy
4229,data/training\Actor_19\03-02-03-01-01-02-19_happy.wav,happy
4230,data/training\Actor_19\03-02-03-01-02-01-19_happy.wav,happy
4231,data/training\Actor_19\03-02-03-01-02-02-19_happy.wav,happy
4232,data/training\Actor_19\03-02-03-02-01-01-19_happy.wav,happy
4233,data/training\Actor_19\03-02-03-02-01-02-19_happy.wav,happy
4234,data/training\Actor_19\03-02-03-02-02-01-19_happy.wav,happy
4235,data/training\Actor_19\03-02-03-02-02-02-19_happy.wav,happy
4236,data/training\Actor_19\19_01_01_01_dogs-sitting_happy.wav,happy
4237,data/training\Actor_19\19_01_01_01_kids-talking_happy.wav,happy
4238,data/training\Actor_19\19_01_01_02_dogs-sitting_happy.wav,happy
4239,data/training\Actor_19\19_01_01_02_kids-talking_happy.wav,happy
4240,data/training\Actor_19\19_01_02_01_dogs-sitting_happy.wav,happy
4241,data/training\Actor_19\19_01_02_01_kids-talking_happy.wav,happy
4242,data/training\Actor_19\19_01_02_02_dogs-sitting_happy.wav,happy
4243,data/training\Actor_19\19_01_02_02_kids-talking_happy.wav,happy
4244,data/training\Actor_19\19_02_01_01_dogs-sitting_happy.wav,happy
4245,data/training\Actor_19\19_02_01_01_kids-talking_happy.wav,happy
4246,data/training\Actor_19\19_02_01_02_dogs-sitting_happy.wav,happy
4247,data/training\Actor_19\19_02_01_02_kids-talking_happy.wav,happy
4248,data/training\Actor_19\19_02_02_01_dogs-sitting_happy.wav,happy
4249,data/training\Actor_19\19_02_02_01_kids-talking_happy.wav,happy
4250,data/training\Actor_19\19_02_02_02_dogs-sitting_happy.wav,happy
4251,data/training\Actor_19\19_02_02_02_kids-talking_happy.wav,happy
4252,data/training\Actor_20\03-02-03-01-01-01-20_happy.wav,happy
4253,data/training\Actor_20\03-02-03-01-01-02-20_happy.wav,happy
4254,data/training\Actor_20\03-02-03-01-02-01-20_happy.wav,happy
4255,data/training\Actor_20\03-02-03-01-02-02-20_happy.wav,happy
4256,data/training\Actor_20\03-02-03-02-01-01-20_happy.wav,happy
4257,data/training\Actor_20\03-02-03-02-01-02-20_happy.wav,happy
4258,data/training\Actor_20\03-02-03-02-02-01-20_happy.wav,happy
4259,data/training\Actor_20\03-02-03-02-02-02-20_happy.wav,happy
4260,data/training\Actor_20\20_01_01_01_dogs-sitting_happy.wav,happy
4261,data/training\Actor_20\20_01_01_01_kids-talking_happy.wav,happy
4262,data/training\Actor_20\20_01_01_02_dogs-sitting_happy.wav,happy
4263,data/training\Actor_20\20_01_01_02_kids-talking_happy.wav,happy
4264,data/training\Actor_20\20_01_02_01_dogs-sitting_happy.wav,happy
4265,data/training\Actor_20\20_01_02_01_kids-talking_happy.wav,happy
4266,data/training\Actor_20\20_01_02_02_dogs-sitting_happy.wav,happy
4267,data/training\Actor_20\20_01_02_02_kids-talking_happy.wav,happy
4268,data/training\Actor_21\03-02-03-01-01-01-21_happy.wav,happy
4269,data/training\Actor_21\03-02-03-01-01-02-21_happy.wav,happy
4270,data/training\Actor_21\03-02-03-01-02-01-21_happy.wav,happy
4271,data/training\Actor_21\03-02-03-01-02-02-21_happy.wav,happy
4272,data/training\Actor_21\03-02-03-02-01-01-21_happy.wav,happy
4273,data/training\Actor_21\03-02-03-02-01-02-21_happy.wav,happy
4274,data/training\Actor_21\03-02-03-02-02-01-21_happy.wav,happy
4275,data/training\Actor_21\03-02-03-02-02-02-21_happy.wav,happy
4276,data/training\Actor_21\21_01_01_01_dogs-sitting_happy.wav,happy
4277,data/training\Actor_21\21_01_01_01_kids-talking_happy.wav,happy
4278,data/training\Actor_21\21_01_01_02_dogs-sitting_happy.wav,happy
4279,data/training\Actor_21\21_01_01_02_kids-talking_happy.wav,happy
4280,data/training\Actor_21\21_01_02_01_dogs-sitting_happy.wav,happy
4281,data/training\Actor_21\21_01_02_01_kids-talking_happy.wav,happy
4282,data/training\Actor_21\21_01_02_02_dogs-sitting_happy.wav,happy
4283,data/training\Actor_21\21_01_02_02_kids-talking_happy.wav,happy
4284,data/training\Actor_22\03-02-03-01-01-01-22_happy.wav,happy
4285,data/training\Actor_22\03-02-03-01-01-02-22_happy.wav,happy
4286,data/training\Actor_22\03-02-03-01-02-01-22_happy.wav,happy
4287,data/training\Actor_22\03-02-03-01-02-02-22_happy.wav,happy
4288,data/training\Actor_22\03-02-03-02-01-01-22_happy.wav,happy
4289,data/training\Actor_22\03-02-03-02-01-02-22_happy.wav,happy
4290,data/training\Actor_22\03-02-03-02-02-01-22_happy.wav,happy
4291,data/training\Actor_22\03-02-03-02-02-02-22_happy.wav,happy
4292,data/training\Actor_22\22_01_01_01_dogs-sitting_happy.wav,happy
4293,data/training\Actor_22\22_01_01_01_kids-talking_happy.wav,happy
4294,data/training\Actor_22\22_01_01_02_dogs-sitting_happy.wav,happy
4295,data/training\Actor_22\22_01_01_02_kids-talking_happy.wav,happy
4296,data/training\Actor_22\22_01_02_01_dogs-sitting_happy.wav,happy
4297,data/training\Actor_22\22_01_02_01_kids-talking_happy.wav,happy
4298,data/training\Actor_22\22_01_02_02_dogs-sitting_happy.wav,happy
4299,data/training\Actor_22\22_01_02_02_kids-talking_happy.wav,happy
4300,data/training\Actor_23\03-02-03-01-01-01-23_happy.wav,happy
4301,data/training\Actor_23\03-02-03-01-01-02-23_happy.wav,happy
4302,data/training\Actor_23\03-02-03-01-02-01-23_happy.wav,happy
4303,data/training\Actor_23\03-02-03-01-02-02-23_happy.wav,happy
4304,data/training\Actor_23\03-02-03-02-01-01-23_happy.wav,happy
4305,data/training\Actor_23\03-02-03-02-01-02-23_happy.wav,happy
4306,data/training\Actor_23\03-02-03-02-02-01-23_happy.wav,happy
4307,data/training\Actor_23\03-02-03-02-02-02-23_happy.wav,happy
4308,data/training\Actor_23\23_01_01_01_dogs-sitting_happy.wav,happy
4309,data/training\Actor_23\23_01_01_01_kids-talking_happy.wav,happy
4310,data/training\Actor_23\23_01_01_02_dogs-sitting_happy.wav,happy
4311,data/training\Actor_23\23_01_01_02_kids-talking_happy.wav,happy
4312,data/training\Actor_23\23_01_02_01_dogs-sitting_happy.wav,happy
4313,data/training\Actor_23\23_01_02_01_kids-talking_happy.wav,happy
4314,data/training\Actor_23\23_01_02_02_dogs-sitting_happy.wav,happy
4315,data/training\Actor_23\23_01_02_02_kids-talking_happy.wav,happy
4316,data/training\Actor_24\03-02-03-01-01-01-24_happy.wav,happy
4317,data/training\Actor_24\03-02-03-01-01-02-24_happy.wav,happy
4318,data/training\Actor_24\03-02-03-01-02-01-24_happy.wav,happy
4319,data/training\Actor_24\03-02-03-01-02-02-24_happy.wav,happy
4320,data/training\Actor_24\03-02-03-02-01-01-24_happy.wav,happy
4321,data/training\Actor_24\03-02-03-02-01-02-24_happy.wav,happy
4322,data/training\Actor_24\03-02-03-02-02-01-24_happy.wav,happy
4323,data/training\Actor_24\03-02-03-02-02-02-24_happy.wav,happy
4324,data/training\Actor_24\24_01_01_01_dogs-sitting_happy.wav,happy
4325,data/training\Actor_24\24_01_01_01_kids-talking_happy.wav,happy
4326,data/training\Actor_24\24_01_01_02_dogs-sitting_happy.wav,happy
4327,data/training\Actor_24\24_01_01_02_kids-talking_happy.wav,happy
4328,data/training\Actor_24\24_01_02_01_dogs-sitting_happy.wav,happy
4329,data/training\Actor_24\24_01_02_01_kids-talking_happy.wav,happy
4330,data/training\Actor_24\24_01_02_02_dogs-sitting_happy.wav,happy
4331,data/training\Actor_24\24_01_02_02_kids-talking_happy.wav,happy
4332,data/training\Actor_24\24_02_01_01_dogs-sitting_happy.wav,happy
4333,data/training\Actor_24\24_02_01_01_kids-talking_happy.wav,happy
4334,data/training\Actor_24\24_02_01_02_dogs-sitting_happy.wav,happy
4335,data/training\Actor_24\24_02_01_02_kids-talking_happy.wav,happy
4336,data/training\Actor_24\24_02_02_01_dogs-sitting_happy.wav,happy
4337,data/training\Actor_24\24_02_02_01_kids-talking_happy.wav,happy
4338,data/training\Actor_24\24_02_02_02_dogs-sitting_happy.wav,happy
4339,data/training\Actor_24\24_02_02_02_kids-talking_happy.wav,happy
4340,data/training\Actor_25\25_01_01_01_fat_happy.wav,happy
4341,data/training\Actor_25\25_01_01_01_fit_happy.wav,happy
4342,data/training\Actor_25\25_01_01_01_five_happy.wav,happy
4343,data/training\Actor_25\25_01_01_01_food_happy.wav,happy
4344,data/training\Actor_25\25_01_01_01_gap_happy.wav,happy
4345,data/training\Actor_25\25_01_01_01_gas_happy.wav,happy
4346,data/training\Actor_25\25_01_01_01_gaze_happy.wav,happy
4347,data/training\Actor_25\25_01_01_01_germ_happy.wav,happy
4348,data/training\Actor_25\25_01_01_01_get_happy.wav,happy
4349,data/training\Actor_25\25_01_01_01_gin_happy.wav,happy
4350,data/training\Actor_25\25_01_01_01_goal_happy.wav,happy
4351,data/training\Actor_25\25_01_01_01_good_happy.wav,happy
4352,data/training\Actor_25\25_01_01_01_goose_happy.wav,happy
4353,data/training\Actor_25\25_01_01_01_gun_happy.wav,happy
4354,data/training\Actor_25\25_01_01_01_half_happy.wav,happy
4355,data/training\Actor_25\25_01_01_01_hall_happy.wav,happy
4356,data/training\Actor_25\25_01_01_01_hash_happy.wav,happy
4357,data/training\Actor_25\25_01_01_01_hate_happy.wav,happy
4358,data/training\Actor_25\25_01_01_01_have_happy.wav,happy
4359,data/training\Actor_25\25_01_01_01_haze_happy.wav,happy
4360,data/training\Actor_25\25_01_01_01_hire_happy.wav,happy
4361,data/training\Actor_25\25_01_01_01_hit_happy.wav,happy
4362,data/training\Actor_25\25_01_01_01_hole_happy.wav,happy
4363,data/training\Actor_25\25_01_01_01_home_happy.wav,happy
4364,data/training\Actor_25\25_01_01_01_hurl_happy.wav,happy
4365,data/training\Actor_25\25_01_01_01_hush_happy.wav,happy
4366,data/training\Actor_25\25_01_01_01_jail_happy.wav,happy
4367,data/training\Actor_25\25_01_01_01_jar_happy.wav,happy
4368,data/training\Actor_25\25_01_01_01_join_happy.wav,happy
4369,data/training\Actor_25\25_01_01_01_judge_happy.wav,happy
4370,data/training\Actor_25\25_01_01_01_jug_happy.wav,happy
4371,data/training\Actor_25\25_01_01_01_juice_happy.wav,happy
4372,data/training\Actor_25\25_01_01_01_keen_happy.wav,happy
4373,data/training\Actor_25\25_01_01_01_keep_happy.wav,happy
4374,data/training\Actor_25\25_01_01_01_keg_happy.wav,happy
4375,data/training\Actor_25\25_01_01_01_kick_happy.wav,happy
4376,data/training\Actor_25\25_01_01_01_kill_happy.wav,happy
4377,data/training\Actor_25\25_01_01_01_king_happy.wav,happy
4378,data/training\Actor_25\25_01_01_01_kite_happy.wav,happy
4379,data/training\Actor_25\25_01_01_01_knock_happy.wav,happy
4380,data/training\Actor_25\25_01_01_01_late_happy.wav,happy
4381,data/training\Actor_25\25_01_01_01_laud_happy.wav,happy
4382,data/training\Actor_25\25_01_01_01_lean_happy.wav,happy
4383,data/training\Actor_25\25_01_01_01_learn_happy.wav,happy
4384,data/training\Actor_25\25_01_01_01_lease_happy.wav,happy
4385,data/training\Actor_25\25_01_01_01_lid_happy.wav,happy
4386,data/training\Actor_25\25_01_01_01_life_happy.wav,happy
4387,data/training\Actor_25\25_01_01_01_limb_happy.wav,happy
4388,data/training\Actor_25\25_01_01_01_live_happy.wav,happy
4389,data/training\Actor_25\25_01_01_01_loaf_happy.wav,happy
4390,data/training\Actor_25\25_01_01_01_long_happy.wav,happy
4391,data/training\Actor_25\25_01_01_01_lore_happy.wav,happy
4392,data/training\Actor_25\25_01_01_01_lose_happy.wav,happy
4393,data/training\Actor_25\25_01_01_01_lot_happy.wav,happy
4394,data/training\Actor_25\25_01_01_01_love_happy.wav,happy
4395,data/training\Actor_25\25_01_01_01_luck_happy.wav,happy
4396,data/training\Actor_25\25_01_01_01_make_happy.wav,happy
4397,data/training\Actor_25\25_01_01_01_match_happy.wav,happy
4398,data/training\Actor_25\25_01_01_01_merge_happy.wav,happy
4399,data/training\Actor_25\25_01_01_01_mess_happy.wav,happy
4400,data/training\Actor_25\25_01_01_01_met_happy.wav,happy
4401,data/training\Actor_25\25_01_01_01_mill_happy.wav,happy
4402,data/training\Actor_25\25_01_01_01_mob_happy.wav,happy
4403,data/training\Actor_25\25_01_01_01_mode_happy.wav,happy
4404,data/training\Actor_25\25_01_01_01_mood_happy.wav,happy
4405,data/training\Actor_25\25_01_01_01_moon_happy.wav,happy
4406,data/training\Actor_25\25_01_01_01_mop_happy.wav,happy
4407,data/training\Actor_25\25_01_01_01_mouse_happy.wav,happy
4408,data/training\Actor_25\25_01_01_01_nag_happy.wav,happy
4409,data/training\Actor_25\25_01_01_01_name_happy.wav,happy
4410,data/training\Actor_25\25_01_01_01_near_happy.wav,happy
4411,data/training\Actor_25\25_01_01_01_neat_happy.wav,happy
4412,data/training\Actor_25\25_01_01_01_nice_happy.wav,happy
4413,data/training\Actor_25\25_01_01_01_note_happy.wav,happy
4414,data/training\Actor_25\25_01_01_01_numb_happy.wav,happy
4415,data/training\Actor_25\25_01_01_01_pad_happy.wav,happy
4416,data/training\Actor_25\25_01_01_01_page_happy.wav,happy
4417,data/training\Actor_25\25_01_01_01_pain_happy.wav,happy
4418,data/training\Actor_25\25_01_01_01_pass_happy.wav,happy
4419,data/training\Actor_25\25_01_01_01_pearl_happy.wav,happy
4420,data/training\Actor_25\25_01_01_01_peg_happy.wav,happy
4421,data/training\Actor_25\25_01_01_01_perch_happy.wav,happy
4422,data/training\Actor_25\25_01_01_01_phone_happy.wav,happy
4423,data/training\Actor_25\25_01_01_01_pick_happy.wav,happy
4424,data/training\Actor_25\25_01_01_01_pike_happy.wav,happy
4425,data/training\Actor_25\25_01_01_01_pole_happy.wav,happy
4426,data/training\Actor_25\25_01_01_01_pool_happy.wav,happy
4427,data/training\Actor_25\25_01_01_01_puff_happy.wav,happy
4428,data/training\Actor_25\25_01_01_01_rag_happy.wav,happy
4429,data/training\Actor_25\25_01_01_01_raid_happy.wav,happy
4430,data/training\Actor_25\25_01_01_01_rain_happy.wav,happy
4431,data/training\Actor_25\25_01_01_01_raise_happy.wav,happy
4432,data/training\Actor_25\25_01_01_01_rat_happy.wav,happy
4433,data/training\Actor_25\25_01_01_01_reach_happy.wav,happy
4434,data/training\Actor_25\25_01_01_01_read_happy.wav,happy
4435,data/training\Actor_25\25_01_01_01_red_happy.wav,happy
4436,data/training\Actor_25\25_01_01_01_ring_happy.wav,happy
4437,data/training\Actor_25\25_01_01_01_ripe_happy.wav,happy
4438,data/training\Actor_25\25_01_01_01_road_happy.wav,happy
4439,data/training\Actor_25\25_01_01_01_room_happy.wav,happy
4440,data/training\Actor_25\25_01_01_01_rose_happy.wav,happy
4441,data/training\Actor_25\25_01_01_01_rot_happy.wav,happy
4442,data/training\Actor_25\25_01_01_01_rough_happy.wav,happy
4443,data/training\Actor_25\25_01_01_01_rush_happy.wav,happy
4444,data/training\Actor_25\25_01_01_01_said_happy.wav,happy
4445,data/training\Actor_25\25_01_01_01_sail_happy.wav,happy
4446,data/training\Actor_25\25_01_01_01_search_happy.wav,happy
4447,data/training\Actor_25\25_01_01_01_seize_happy.wav,happy
4448,data/training\Actor_25\25_01_01_01_sell_happy.wav,happy
4449,data/training\Actor_25\25_01_01_01_shack_happy.wav,happy
4450,data/training\Actor_25\25_01_01_01_shall_happy.wav,happy
4451,data/training\Actor_25\25_01_01_01_shawl_happy.wav,happy
4452,data/training\Actor_25\25_01_01_01_sheep_happy.wav,happy
4453,data/training\Actor_25\25_01_01_01_shirt_happy.wav,happy
4454,data/training\Actor_25\25_01_01_01_should_happy.wav,happy
4455,data/training\Actor_25\25_01_01_01_shout_happy.wav,happy
4456,data/training\Actor_25\25_01_01_01_size_happy.wav,happy
4457,data/training\Actor_25\25_01_01_01_soap_happy.wav,happy
4458,data/training\Actor_25\25_01_01_01_soup_happy.wav,happy
4459,data/training\Actor_25\25_01_01_01_sour_happy.wav,happy
4460,data/training\Actor_25\25_01_01_01_south_happy.wav,happy
4461,data/training\Actor_25\25_01_01_01_sub_happy.wav,happy
4462,data/training\Actor_25\25_01_01_01_such_happy.wav,happy
4463,data/training\Actor_25\25_01_01_01_sure_happy.wav,happy
4464,data/training\Actor_25\25_01_01_01_take_happy.wav,happy
4465,data/training\Actor_25\25_01_01_01_talk_happy.wav,happy
4466,data/training\Actor_25\25_01_01_01_tape_happy.wav,happy
4467,data/training\Actor_25\25_01_01_01_team_happy.wav,happy
4468,data/training\Actor_25\25_01_01_01_tell_happy.wav,happy
4469,data/training\Actor_25\25_01_01_01_thin_happy.wav,happy
4470,data/training\Actor_25\25_01_01_01_third_happy.wav,happy
4471,data/training\Actor_25\25_01_01_01_thought_happy.wav,happy
4472,data/training\Actor_25\25_01_01_01_thumb_happy.wav,happy
4473,data/training\Actor_25\25_01_01_01_time_happy.wav,happy
4474,data/training\Actor_25\25_01_01_01_tip_happy.wav,happy
4475,data/training\Actor_25\25_01_01_01_tire_happy.wav,happy
4476,data/training\Actor_25\25_01_01_01_ton_happy.wav,happy
4477,data/training\Actor_25\25_01_01_01_tool_happy.wav,happy
4478,data/training\Actor_25\25_01_01_01_tough_happy.wav,happy
4479,data/training\Actor_25\25_01_01_01_turn_happy.wav,happy
4480,data/training\Actor_25\25_01_01_01_vine_happy.wav,happy
4481,data/training\Actor_25\25_01_01_01_voice_happy.wav,happy
4482,data/training\Actor_25\25_01_01_01_void_happy.wav,happy
4483,data/training\Actor_25\25_01_01_01_vote_happy.wav,happy
4484,data/training\Actor_25\25_01_01_01_wag_happy.wav,happy
4485,data/training\Actor_25\25_01_01_01_walk_happy.wav,happy
4486,data/training\Actor_25\25_01_01_01_wash_happy.wav,happy
4487,data/training\Actor_25\25_01_01_01_week_happy.wav,happy
4488,data/training\Actor_25\25_01_01_01_wheat_happy.wav,happy
4489,data/training\Actor_25\25_01_01_01_when_happy.wav,happy
4490,data/training\Actor_25\25_01_01_01_which_happy.wav,happy
4491,data/training\Actor_25\25_01_01_01_whip_happy.wav,happy
4492,data/training\Actor_25\25_01_01_01_white_happy.wav,happy
4493,data/training\Actor_25\25_01_01_01_wife_happy.wav,happy
4494,data/training\Actor_26\26_01_01_01_back_happy.wav,happy
4495,data/training\Actor_26\26_01_01_01_bar_happy.wav,happy
4496,data/training\Actor_26\26_01_01_01_base_happy.wav,happy
4497,data/training\Actor_26\26_01_01_01_bath_happy.wav,happy
4498,data/training\Actor_26\26_01_01_01_bean_happy.wav,happy
4499,data/training\Actor_26\26_01_01_01_beg_happy.wav,happy
4500,data/training\Actor_26\26_01_01_01_bite_happy.wav,happy
4501,data/training\Actor_26\26_01_01_01_boat_happy.wav,happy
4502,data/training\Actor_26\26_01_01_01_bone_happy.wav,happy
4503,data/training\Actor_26\26_01_01_01_book_happy.wav,happy
4504,data/training\Actor_26\26_01_01_01_bought_happy.wav,happy
4505,data/training\Actor_26\26_01_01_01_burn_happy.wav,happy
4506,data/training\Actor_26\26_01_01_01_cab_happy.wav,happy
4507,data/training\Actor_26\26_01_01_01_calm_happy.wav,happy
4508,data/training\Actor_26\26_01_01_01_came_happy.wav,happy
4509,data/training\Actor_26\26_01_01_01_cause_happy.wav,happy
4510,data/training\Actor_26\26_01_01_01_chain_happy.wav,happy
4511,data/training\Actor_26\26_01_01_01_chair_happy.wav,happy
4512,data/training\Actor_26\26_01_01_01_chalk_happy.wav,happy
4513,data/training\Actor_26\26_01_01_01_chat_happy.wav,happy
4514,data/training\Actor_26\26_01_01_01_check_happy.wav,happy
4515,data/training\Actor_26\26_01_01_01_cheek_happy.wav,happy
4516,data/training\Actor_26\26_01_01_01_chief_happy.wav,happy
4517,data/training\Actor_26\26_01_01_01_choice_happy.wav,happy
4518,data/training\Actor_26\26_01_01_01_cool_happy.wav,happy
4519,data/training\Actor_26\26_01_01_01_dab_happy.wav,happy
4520,data/training\Actor_26\26_01_01_01_date_happy.wav,happy
4521,data/training\Actor_26\26_01_01_01_dead_happy.wav,happy
4522,data/training\Actor_26\26_01_01_01_death_happy.wav,happy
4523,data/training\Actor_26\26_01_01_01_deep_happy.wav,happy
4524,data/training\Actor_26\26_01_01_01_door_happy.wav,happy
4525,data/training\Actor_26\26_01_01_01_fail_happy.wav,happy
4526,data/training\Actor_26\26_01_01_01_fall_happy.wav,happy
4527,data/training\Actor_26\26_01_01_01_far_happy.wav,happy
4528,data/training\Actor_26\26_01_01_01_fat_happy.wav,happy
4529,data/training\Actor_26\26_01_01_01_fit_happy.wav,happy
4530,data/training\Actor_26\26_01_01_01_five_happy.wav,happy
4531,data/training\Actor_26\26_01_01_01_food_happy.wav,happy
4532,data/training\Actor_26\26_01_01_01_gap_happy.wav,happy
4533,data/training\Actor_26\26_01_01_01_gas_happy.wav,happy
4534,data/training\Actor_26\26_01_01_01_gaze_happy.wav,happy
4535,data/training\Actor_26\26_01_01_01_germ_happy.wav,happy
4536,data/training\Actor_26\26_01_01_01_get_happy.wav,happy
4537,data/training\Actor_26\26_01_01_01_gin_happy.wav,happy
4538,data/training\Actor_26\26_01_01_01_goal_happy.wav,happy
4539,data/training\Actor_26\26_01_01_01_good_happy.wav,happy
4540,data/training\Actor_26\26_01_01_01_goose_happy.wav,happy
4541,data/training\Actor_26\26_01_01_01_gun_happy.wav,happy
4542,data/training\Actor_26\26_01_01_01_half_happy.wav,happy
4543,data/training\Actor_26\26_01_01_01_hall_happy.wav,happy
4544,data/training\Actor_26\26_01_01_01_hash_happy.wav,happy
4545,data/training\Actor_26\26_01_01_01_hate_happy.wav,happy
4546,data/training\Actor_26\26_01_01_01_have_happy.wav,happy
4547,data/training\Actor_26\26_01_01_01_haze_happy.wav,happy
4548,data/training\Actor_26\26_01_01_01_hire_happy.wav,happy
4549,data/training\Actor_26\26_01_01_01_hit_happy.wav,happy
4550,data/training\Actor_26\26_01_01_01_hole_happy.wav,happy
4551,data/training\Actor_26\26_01_01_01_home_happy.wav,happy
4552,data/training\Actor_26\26_01_01_01_hurl_happy.wav,happy
4553,data/training\Actor_26\26_01_01_01_hush_happy.wav,happy
4554,data/training\Actor_26\26_01_01_01_jail_happy.wav,happy
4555,data/training\Actor_26\26_01_01_01_jar_happy.wav,happy
4556,data/training\Actor_26\26_01_01_01_join_happy.wav,happy
4557,data/training\Actor_26\26_01_01_01_judge_happy.wav,happy
4558,data/training\Actor_26\26_01_01_01_jug_happy.wav,happy
4559,data/training\Actor_26\26_01_01_01_juice_happy.wav,happy
4560,data/training\Actor_26\26_01_01_01_keen_happy.wav,happy
4561,data/training\Actor_26\26_01_01_01_keep_happy.wav,happy
4562,data/training\Actor_26\26_01_01_01_keg_happy.wav,happy
4563,data/training\Actor_26\26_01_01_01_kick_happy.wav,happy
4564,data/training\Actor_26\26_01_01_01_kill_happy.wav,happy
4565,data/training\Actor_26\26_01_01_01_king_happy.wav,happy
4566,data/training\Actor_26\26_01_01_01_kite_happy.wav,happy
4567,data/training\Actor_26\26_01_01_01_knock_happy.wav,happy
4568,data/training\Actor_26\26_01_01_01_late_happy.wav,happy
4569,data/training\Actor_26\26_01_01_01_laud_happy.wav,happy
4570,data/training\Actor_26\26_01_01_01_lean_happy.wav,happy
4571,data/training\Actor_26\26_01_01_01_learn_happy.wav,happy
4572,data/training\Actor_26\26_01_01_01_lease_happy.wav,happy
4573,data/training\Actor_26\26_01_01_01_lid_happy.wav,happy
4574,data/training\Actor_26\26_01_01_01_life_happy.wav,happy
4575,data/training\Actor_26\26_01_01_01_limb_happy.wav,happy
4576,data/training\Actor_26\26_01_01_01_live_happy.wav,happy
4577,data/training\Actor_26\26_01_01_01_loaf_happy.wav,happy
4578,data/training\Actor_26\26_01_01_01_long_happy.wav,happy
4579,data/training\Actor_26\26_01_01_01_lore_happy.wav,happy
4580,data/training\Actor_26\26_01_01_01_lose_happy.wav,happy
4581,data/training\Actor_26\26_01_01_01_lot_happy.wav,happy
4582,data/training\Actor_26\26_01_01_01_love_happy.wav,happy
4583,data/training\Actor_26\26_01_01_01_luck_happy.wav,happy
4584,data/training\Actor_26\26_01_01_01_make_happy.wav,happy
4585,data/training\Actor_26\26_01_01_01_match_happy.wav,happy
4586,data/training\Actor_26\26_01_01_01_merge_happy.wav,happy
4587,data/training\Actor_26\26_01_01_01_mess_happy.wav,happy
4588,data/training\Actor_26\26_01_01_01_met_happy.wav,happy
4589,data/training\Actor_26\26_01_01_01_mill_happy.wav,happy
4590,data/training\Actor_26\26_01_01_01_mob_happy.wav,happy
4591,data/training\Actor_26\26_01_01_01_mode_happy.wav,happy
4592,data/training\Actor_26\26_01_01_01_mood_happy.wav,happy
4593,data/training\Actor_26\26_01_01_01_moon_happy.wav,happy
4594,data/training\Actor_26\26_01_01_01_mop_happy.wav,happy
4595,data/training\Actor_26\26_01_01_01_mouse_happy.wav,happy
4596,data/training\Actor_26\26_01_01_01_nag_happy.wav,happy
4597,data/training\Actor_26\26_01_01_01_name_happy.wav,happy
4598,data/training\Actor_26\26_01_01_01_near_happy.wav,happy
4599,data/training\Actor_26\26_01_01_01_neat_happy.wav,happy
